MEAS_DT,TAG_CD,MEAS_VAL,STATUS
2026-05-05,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-05,MTR-21A12-CNV01-VEL,2.768305,GOOD
2026-05-05,MTR-22B01-CNV01-ACC,0.6676884,GOOD
2026-05-05,MTR-22B01-CNV01-ENV,0.6676884,GOOD
2026-05-05,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-05,MTR-22B01-CNV01-VEL,0.5675602,GOOD
2026-05-05,MTR-22B09-CNV01-ACC,14.87324,GOOD
2026-05-05,MTR-22B09-CNV01-ENV,8.722149,GOOD
2026-05-05,MTR-22B09-CNV01-STATUS,0,GOOD
2026-05-05,MTR-22B09-CNV01-VEL,3.562206,GOOD
2026-05-05,MTR-22B12-CNV01-ACC,12.15417,GOOD
2026-05-05,MTR-22B12-CNV01-ENV,10.66891,GOOD
2026-05-05,MTR-22B12-CNV01-STATUS,1,GOOD
2026-05-05,MTR-22B12-CNV01-VEL,4.074518,GOOD
2026-05-06,MTR-21A01-CNV01-ACC,13.59142,GOOD
2026-05-06,MTR-21A01-CNV01-ENV,13.29512,GOOD
2026-05-06,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-06,MTR-21A01-CNV01-VEL,12.56752,GOOD
2026-05-06,MTR-21A09-CNV01-ACC,0.02504921,GOOD
2026-05-06,MTR-21A09-CNV01-ENV,0.2062016,GOOD
2026-05-06,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-06,MTR-21A09-CNV01-VEL,0.1860905,GOOD
2026-05-06,MTR-21A12-CNV01-ACC,10.41335,GOOD
2026-05-06,MTR-21A12-CNV01-ENV,6.203669,GOOD
2026-05-06,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-06,MTR-21A12-CNV01-VEL,2.453943,GOOD
2026-05-06,MTR-22B01-CNV01-ACC,0.8477116,GOOD
2026-05-06,MTR-22B01-CNV01-ENV,0.3870487,GOOD
2026-05-06,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-06,MTR-22B01-CNV01-VEL,0.326807,GOOD
2026-05-06,MTR-22B09-CNV01-ACC,16.48977,GOOD
2026-05-06,MTR-22B09-CNV01-ENV,15.1975,GOOD
2026-05-06,MTR-22B09-CNV01-STATUS,0,GOOD
2026-05-06,MTR-22B09-CNV01-VEL,9.056328,GOOD
2026-05-06,MTR-22B12-CNV01-ACC,12.51348,GOOD
2026-05-06,MTR-22B12-CNV01-ENV,11.73956,GOOD
2026-05-06,MTR-22B12-CNV01-STATUS,1,GOOD
2026-05-06,MTR-22B12-CNV01-VEL,5.918421,GOOD
2026-05-07,MTR-21A01-CNV01-ACC,12.25188,GOOD
2026-05-07,MTR-21A01-CNV01-ENV,11.96871,GOOD
2026-05-07,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-07,MTR-21A01-CNV01-VEL,10.03395,GOOD
2026-05-07,MTR-21A09-CNV01-ACC,0.1257267,GOOD
2026-05-07,MTR-21A09-CNV01-ENV,0.2263126,GOOD
2026-05-07,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-07,MTR-21A09-CNV01-VEL,0.2263126,GOOD
2026-05-07,MTR-21A12-CNV01-ACC,10.39507,GOOD
2026-05-07,MTR-21A12-CNV01-ENV,6.279596,GOOD
2026-05-07,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-07,MTR-21A12-CNV01-VEL,2.512934,GOOD
2026-05-07,MTR-22B01-CNV01-ACC,0.5875797,GOOD
2026-05-07,MTR-22B01-CNV01-ENV,0.48736,GOOD
2026-05-07,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-07,MTR-22B01-CNV01-VEL,0.2263126,GOOD
2026-05-07,MTR-22B09-CNV01-ACC,0.5875797,GOOD
2026-05-07,MTR-22B09-CNV01-ENV,0.48736,GOOD
2026-05-07,MTR-22B09-CNV01-STATUS,1,GOOD
2026-05-07,MTR-22B09-CNV01-VEL,0.5675602,GOOD
2026-05-07,MTR-22B12-CNV01-ACC,12.45965,GOOD
2026-05-07,MTR-22B12-CNV01-ENV,11.63113,GOOD
2026-05-07,MTR-22B12-CNV01-STATUS,1,GOOD
2026-05-07,MTR-22B12-CNV01-VEL,5.230677,GOOD
2026-05-08,MTR-21A01-CNV01-ACC,12.60069,GOOD
2026-05-08,MTR-21A01-CNV01-ENV,12.50115,GOOD
2026-05-08,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-08,MTR-21A01-CNV01-VEL,10.23741,GOOD
2026-05-08,MTR-21A09-CNV01-ACC,0.1860905,GOOD
2026-05-08,MTR-21A09-CNV01-ENV,0.2665043,GOOD
2026-05-08,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-08,MTR-21A09-CNV01-VEL,0.1659794,GOOD
2026-05-08,MTR-21A12-CNV01-ACC,10.32192,GOOD
2026-05-08,MTR-21A12-CNV01-ENV,6.393427,GOOD
2026-05-08,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-08,MTR-21A12-CNV01-VEL,2.532618,GOOD
2026-05-08,MTR-22B01-CNV01-ACC,0.5675602,GOOD
2026-05-08,MTR-22B01-CNV01-ENV,0.48736,GOOD
2026-05-08,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-08,MTR-22B01-CNV01-VEL,0.46731,GOOD
2026-05-08,MTR-22B09-CNV01-ACC,0.7677555,GOOD
2026-05-08,MTR-22B09-CNV01-ENV,0.5475101,GOOD
2026-05-08,MTR-22B09-CNV01-STATUS,1,GOOD
2026-05-08,MTR-22B09-CNV01-VEL,0.6276493,GOOD
2026-05-08,MTR-22B12-CNV01-ACC,13.21524,GOOD
2026-05-08,MTR-22B12-CNV01-ENV,11.40176,GOOD
2026-05-08,MTR-22B12-CNV01-STATUS,0,GOOD
2026-05-08,MTR-22B12-CNV01-VEL,4.74765,GOOD
2026-05-09,MTR-21A01-CNV01-ACC,16.03733,GOOD
2026-05-09,MTR-21A01-CNV01-ENV,14.31641,GOOD
2026-05-09,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-09,MTR-21A01-CNV01-VEL,8.551641,GOOD
2026-05-09,MTR-21A09-CNV01-ACC,0.1458378,GOOD
2026-05-09,MTR-21A09-CNV01-ENV,0.1659794,GOOD
2026-05-09,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-09,MTR-21A09-CNV01-VEL,0.004907608,GOOD
2026-05-09,MTR-21A12-CNV01-ACC,10.19381,GOOD
2026-05-09,MTR-21A12-CNV01-ENV,6.488184,GOOD
2026-05-09,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-09,MTR-21A12-CNV01-VEL,2.49328,GOOD
2026-05-09,MTR-22B01-CNV01-ACC,0.5675602,GOOD
2026-05-09,MTR-22B01-CNV01-ENV,0.4271793,GOOD
2026-05-09,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-09,MTR-22B01-CNV01-VEL,0.4472294,GOOD
2026-05-09,MTR-22B09-CNV01-ACC,0.6276493,GOOD
2026-05-09,MTR-22B09-CNV01-ENV,0.5274601,GOOD
2026-05-09,MTR-22B09-CNV01-STATUS,1,GOOD
2026-05-09,MTR-22B09-CNV01-VEL,0.6076298,GOOD
2026-05-09,MTR-22B12-CNV01-ACC,16.76852,GOOD
2026-05-09,MTR-22B12-CNV01-ENV,16.35785,GOOD
2026-05-09,MTR-22B12-CNV01-STATUS,0,GOOD
2026-05-09,MTR-22B12-CNV01-VEL,14.75867,GOOD
2026-05-10,MTR-21A01-CNV01-ACC,13.55852,GOOD
2026-05-10,MTR-21A01-CNV01-ENV,13.3116,GOOD
2026-05-10,MTR-21A01-CNV01-STATUS,0,GOOD
2026-05-10,MTR-21A01-CNV01-VEL,12.66701,GOOD
2026-05-10,MTR-21A09-CNV01-ACC,0.2263126,GOOD
2026-05-10,MTR-21A09-CNV01-ENV,0.1659794,GOOD
2026-05-10,MTR-21A09-CNV01-STATUS,1,GOOD
2026-05-10,MTR-21A09-CNV01-VEL,0.2464237,GOOD
2026-05-10,MTR-21A12-CNV01-ACC,10.08389,GOOD
2026-05-10,MTR-21A12-CNV01-ENV,6.715235,GOOD
2026-05-10,MTR-21A12-CNV01-STATUS,1,GOOD
2026-05-10,MTR-21A12-CNV01-VEL,2.532618,GOOD
2026-05-10,MTR-22B01-CNV01-ACC,0.3870487,GOOD
2026-05-10,MTR-22B01-CNV01-ENV,0.48736,GOOD
2026-05-10,MTR-22B01-CNV01-STATUS,1,GOOD
2026-05-10,MTR-22B01-CNV01-VEL,0.5274601,GOOD
2026-05-10,MTR-22B09-CNV01-ACC,0.5875797,GOOD
2026-05-10,MTR-22B09-CNV01-ENV,0.6476688,GOOD
2026-05-10,MTR-22B09-CNV01-STATUS,1,GOOD
2026-05-10,MTR-22B09-CNV01-VEL,0.6076298,GOOD
2026-05-10,MTR-22B12-CNV01-ACC,14.79285,GOOD
2026-05-10,MTR-22B12-CNV01-ENV,13.62705,GOOD
2026-05-10,MTR-22B12-CNV01-STATUS,0,GOOD
2026-05-10,MTR-22B12-CNV01-VEL,9.911594,GOOD
